img_dir,length,area
./Images/Tin/242.b0.1.20250108_frame0000198_obj_8.png,1.3275862068965516,308
./Images/Tin/299.b0.1.20250108_frame0000587_obj_70.png,0.5806451612903226,132
./Images/Tin/299.b0.1.20250108_frame0000587_obj_51.png,0.704,177
./Images/Tin/242.b0.1.20250108_frame0000198_obj_11.png,1.2777777777777777,453
./Images/Tin/299.b1.1.20250108_frame0000951_obj_127.png,0.7384615384615385,177
./Images/Tin/299.b1.1.20250108_frame0000951_obj_3.png,1.248,344
./Images/Tin/299.b0.1.20250108_frame0000587_obj_49.png,1.3114754098360657,372
./Images/Tin/242.b0.1.20250108_frame0000198_obj_18.png,1.126984126984127,489
./Images/Tin/299.b0.1.20250108_frame0000587_obj_9.png,0.8679245283018867,234
./Images/Tin/299.b0.1.20250108_frame0000587_obj_14.png,0.7766990291262135,361
./Images/Tin/299.b1.1.20250108_frame0000951_obj_80.png,1.0909090909090908,289
./Images/Tin/299.b0.1.20250108_frame0000587_obj_43.png,0.8448275862068966,263
./Images/Tin/299.b1.1.20250108_frame0000951_obj_126.png,0.9902912621359222,252
./Images/Tin/299.b1.1.20250108_frame0000951_obj_29.png,1.3274336283185841,327
./Images/Tin/299.b1.1.20250108_frame0000951_obj_64.png,1.3387096774193548,482
./Images/Tin/242.b0.1.20250108_frame0000198_obj_33.png,0.7809523809523811,133
./Images/Tin/242.b0.1.20250108_frame0000198_obj_19.png,1.2000000000000002,474
./Images/Tin/242.b0.1.20250108_frame0000198_obj_1.png,0.6446280991735538,309
./Images/Tin/299.b1.1.20250108_frame0000951_obj_30.png,0.8653846153846154,206
./Images/Tin/299.b1.1.20250108_frame0000951_obj_134.png,1.0097087378640777,208
./Images/Tin/299.b0.1.20250108_frame0000587_obj_12.png,1.2605042016806722,308
./Images/Tin/299.b1.1.20250108_frame0000951_obj_21.png,1.207207207207207,282
./Images/Tin/242.b0.1.20250108_frame0000198_obj_49.png,1.125,111
./Images/Tin/242.b0.1.20250108_frame0000198_obj_120.png,0.5957446808510638,151
./Images/Tin/299.b1.1.20250108_frame0000951_obj_145.png,1.3162393162393164,398
./Images/Tin/299.b0.1.20250108_frame0000587_obj_97.png,0.9074074074074073,237
./Images/Tin/299.b1.1.20250108_frame0000951_obj_23.png,0.9322033898305084,256
./Images/Tin/299.b1.1.20250108_frame0000951_obj_149.png,1.1694915254237288,283
./Images/Tin/242.b0.1.20250108_frame0000198_obj_8.png,1.3275862068965516,308
./Images/Tin/299.b1.1.20250108_frame0000951_obj_179.png,1.3009708737864076,315
./Images/Tin/299.b1.1.20250108_frame0000951_obj_2.png,1.0545454545454545,228
./Images/Tin/299.b0.1.20250108_frame0000587_obj_3.png,1.0095238095238097,404
./Images/Tin/299.b1.1.20250108_frame0000951_obj_44.png,0.8,224
./Images/Tin/242.b0.1.20250108_frame0000198_obj_117.png,0.28571428571428575,87
./Images/Tin/299.b0.1.20250108_frame0000587_obj_50.png,0.8717948717948719,246
./Images/Tin/299.b1.1.20250108_frame0000951_obj_118.png,1.2142857142857142,291
./Images/Tin/242.b0.1.20250108_frame0000198_obj_132.png,0.2878787878787879,84
./Images/Tin/299.b1.1.20250108_frame0000951_obj_128.png,1.0,222
./Images/Tin/299.b1.1.20250108_frame0000951_obj_162.png,1.024,287
./Images/Tin/242.b0.1.20250108_frame0000198_obj_35.png,0.36363636363636365,270
